,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Total Non Current Assets,27196827000.0,26160555000.0,25389098000.0,24668966000.0,24062151000.0,,
Other Non Current Assets,28627000.0,,946726000.0,895086000.0,30343000.0,944313000.0,
Defined Pension Benefit,226409000.0,,,,155611000.0,,
Non Current Deferred Assets,,973909000.0,,,,,
Financial Assets,4594000.0,,,,94197000.0,,
Investments And Advances,114938000.0,,,,110594000.0,,
Investmentin Financial Assets,114938000.0,,,,110594000.0,,
Available For Sale Securities,114938000.0,,,,110594000.0,,
Goodwill And Other Intangible Assets,806384000.0,808503000.0,810149000.0,811837000.0,814101000.0,,
Other Intangible Assets,75127000.0,77246000.0,78892000.0,80580000.0,82844000.0,,
Goodwill,731257000.0,731257000.0,731257000.0,731257000.0,731257000.0,,
Net PPE,25586924000.0,24378143000.0,23632223000.0,22962043000.0,22453923000.0,,
Accumulated Depreciation,-3971146000.0,-3909798000.0,-3819079000.0,-3713900000.0,-3643716000.0,,
Gross PPE,29558070000.0,28287941000.0,27451302000.0,26675943000.0,26097639000.0,,
Construction In Progress,1235316000.0,,,,1063798000.0,,
Other Properties,293934000.0,,,,249556000.0,,
Current Assets,1052695000.0,1551972000.0,1591283000.0,1828127000.0,1132314000.0,,
Other Current Assets,46179000.0,299756000.0,288275000.0,456816000.0,20142000.0,,
Hedging Assets Current,5303000.0,,,,2091000.0,,
Current Deferred Assets,140626000.0,,,,159762000.0,,
Restricted Cash,1116000.0,4223000.0,1616000.0,4870000.0,1516000.0,,
Prepaid Assets,80495000.0,,,,74780000.0,,
Inventory,191832000.0,139082000.0,97254000.0,153034000.0,186469000.0,,
Receivables,384457000.0,399533000.0,660634000.0,628871000.0,380214000.0,,
Receivables Adjustments Allowances,-45259000.0,,,,-37056000.0,,
Other Receivables,66466000.0,,,,58519000.0,,
Taxes Receivable,8948000.0,,,,14332000.0,,
Accounts Receivable,213651000.0,399533000.0,660634000.0,628871000.0,220869000.0,,
Allowance For Doubtful Accounts Receivable,,-46360000.0,-49341000.0,-39166000.0,,-42159000.0,-42705000.0
Gross Accounts Receivable,,445893000.0,709975000.0,668037000.0,,433710000.0,639138000.0
Cash Cash Equivalents And Short Term Investments,202687000.0,709378000.0,543504000.0,584536000.0,307340000.0,,
Cash And Cash Equivalents,202687000.0,709378000.0,543504000.0,584536000.0,307340000.0,,
