,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Machinery Furniture Equipment,4368000000.0,4296000000.0,4194000000.0,4118000000.0,4173000000.0,
Buildings And Improvements,1149000000.0,1077000000.0,1044000000.0,1025000000.0,,
Land And Improvements,86000000.0,86000000.0,84000000.0,84000000.0,84000000.0,
Properties,0.0,0.0,0.0,0.0,0.0,
Current Assets,3824000000.0,3694000000.0,3554000000.0,3362000000.0,3391000000.0,
Other Current Assets,289000000.0,283000000.0,215000000.0,249000000.0,239000000.0,
Inventory,1975000000.0,1964000000.0,1902000000.0,1840000000.0,1902000000.0,
Finished Goods,478000000.0,478000000.0,467000000.0,458000000.0,475000000.0,
Work In Process,964000000.0,959000000.0,948000000.0,903000000.0,923000000.0,
Raw Materials,533000000.0,527000000.0,487000000.0,479000000.0,504000000.0,
Receivables,901000000.0,902000000.0,901000000.0,709000000.0,775000000.0,
Other Receivables,17000000.0,14000000.0,13000000.0,20000000.0,18000000.0,
Accounts Receivable,884000000.0,888000000.0,888000000.0,689000000.0,757000000.0,
Allowance For Doubtful Accounts Receivable,0.0,0.0,0.0,0.0,0.0,
Gross Accounts Receivable,884000000.0,888000000.0,888000000.0,689000000.0,757000000.0,
Cash Cash Equivalents And Short Term Investments,659000000.0,545000000.0,536000000.0,564000000.0,475000000.0,
Cash And Cash Equivalents,659000000.0,545000000.0,536000000.0,564000000.0,475000000.0,
